source,retrieved_at,ranking_scope,ranking_year,ranking,name,university_code,university_slug,country,country_code,country_ranking,score,indicator_pub,indicator_cnci,indicator_ic,indicator_top,indicator_award
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,Rice University,RI02854,rice-university,United States,US,,,29.6,69.1,54.8,26.3,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Salzburg,RI00098,university-of-salzburg,Austria,AT,,,24.0,75.9,74.8,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,Simon Fraser University,RI00313,simon-fraser-university,Canada,CA,,,34.1,68.3,71.9,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,Binghamton University,RI02626,binghamton-university,United States,US,,,33.1,53.0,74.9,26.3,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,"University at Buffalo, the State University of New York",RI02951,university-at-buffalo-the-state-university-of-new-york,United States,US,,,27.8,69.7,45.6,26.3,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,Syracuse University,RI02903,syracuse-university,United States,US,,,37.0,76.7,43.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,Tel Aviv University,RI01169,tel-aviv-university,Israel,IL,,,40.0,50.6,57.5,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,Texas Tech University,RI02912,texas-tech-university,United States,US,,,27.5,58.4,27.8,26.3,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,Trinity College Dublin,RI01155,trinity-college-dublin,Ireland,IE,,,35.7,59.3,75.0,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,Tufts University,RI02945,tufts-university,United States,US,,,36.0,51.1,43.9,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,Université libre de Bruxelles (ULB),RI00127,universit-libre-de-bruxelles-ulb,Belgium,BE,,,44.0,51.1,68.5,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Antwerp,RI00128,university-of-antwerp,Belgium,BE,,,41.7,64.6,77.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Bern,RI02287,university-of-bern,Switzerland,CH,,,45.3,71.2,61.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Bristol,RI02556,university-of-bristol,United Kingdom,GB,,,51.4,53.0,39.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Connecticut,RI02979,university-of-connecticut,United States,US,,,40.4,60.5,41.3,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,The University of Glasgow,RI02540,the-university-of-glasgow,United Kingdom,GB,,,44.6,51.6,60.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Goettingen,RI00748,university-of-goettingen,Germany,DE,,,27.5,67.7,80.0,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Houston,RI02986,university-of-houston,United States,US,,,39.5,53.6,47.5,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Illinois at Chicago,RI02988,university-of-illinois-at-chicago,United States,US,,,31.7,58.9,32.0,32.2,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Iowa,RI02991,university-of-iowa,United States,US,,,34.9,73.9,57.0,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Kent,RI02573,university-of-kent,United Kingdom,GB,,,48.3,51.6,51.3,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Kentucky,RI02994,university-of-kentucky,United States,US,,,28.2,63.6,52.6,32.2,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Leeds,RI02574,university-of-leeds,United Kingdom,GB,,,54.0,48.6,45.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,The University of Melbourne,RI00063,the-university-of-melbourne,Australia,AU,,,51.2,48.9,61.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Montreal,RI00323,university-of-montreal,Canada,CA,,,42.7,61.5,80.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Munich,RI00766,university-of-munich,Germany,DE,,,44.3,63.1,66.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,The University of New South Wales,RI00064,the-university-of-new-south-wales,Australia,AU,,,49.2,47.1,49.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Oklahoma - Norman,RI03041,university-of-oklahoma-norman,United States,US,,,34.0,54.3,33.8,26.3,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Ottawa,RI00326,university-of-ottawa,Canada,CA,,,48.3,50.6,60.3,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Southern Denmark,RI00436,university-of-southern-denmark,Denmark,DK,,,39.5,65.9,88.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of St.Gallen,RI02293,university-of-st-gallen,Switzerland,CH,,,28.5,62.7,86.0,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Vienna,RI00100,university-of-vienna,Austria,AT,,,46.7,60.5,70.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of York,RI02602,university-of-york,United Kingdom,GB,,,48.1,58.2,52.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,Utrecht University,RI01627,utrecht-university,Netherlands,NL,,,43.5,61.9,65.3,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,Virginia Polytechnic Institute and State University,RI03090,virginia-polytechnic-institute-and-state-university,United States,US,,,32.1,61.7,54.7,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,101-150,University of Wageningen,RI01630,wageningen-university-research,Netherlands,NL,,,36.1,81.6,100.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Boston College,RI02628,boston-college,United States,US,,,25.4,55.4,26.2,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Copenhagen Business School,RI00425,copenhagen-business-school,Denmark,DK,,,34.5,77.1,76.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Durham University,RI02475,durham-university,United Kingdom,GB,,,41.8,57.8,54.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Erasmus University Rotterdam,RI01608,erasmus-university-rotterdam,Netherlands,NL,,,38.0,63.6,69.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Florida State University,RI02712,florida-state-university,United States,US,,,38.0,68.8,49.3,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Georgia Institute of Technology,RI02719,georgia-institute-of-technology,United States,US,,,25.9,55.7,66.1,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Ghent University,RI00124,ghent-university,Belgium,BE,,,44.1,52.5,56.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Luiss Guido Carli University,RI01198,luiss-guido-carli-university,Italy,IT,,,27.3,54.1,64.2,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Monash University,RI00055,monash-university,Australia,AU,,,46.2,44.4,51.7,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Nanyang Technological University,RI02009,nanyang-technological-university,Singapore,SG,,,40.7,40.4,57.3,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,National Research University - Higher School of Economics,RI01912,hse-university,Russia,RU,,,32.5,65.7,79.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Newcastle University,RI02508,newcastle-university,United Kingdom,GB,,,37.0,56.3,55.7,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Northeastern University (Boston),RI02822,northeastern-university-boston,United States,US,,,26.8,54.5,37.8,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Norwegian University of Science and Technology - NTNU,RI01655,norwegian-university-of-science-and-technology-ntnu,Norway,NO,,,29.6,78.6,65.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Oregon State University,RI02836,oregon-state-university,United States,US,,,23.6,100.0,70.7,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Purdue University - West Lafayette,RI02849,purdue-university-west-lafayette,United States,US,,,30.6,51.1,37.5,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Radboud University Nijmegen,RI01618,radboud-university-nijmegen,Netherlands,NL,,,34.8,63.6,66.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University at Albany (State University of New York),RI02950,university-at-albany-state-university-of-new-york,United States,US,,,31.0,55.9,50.8,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Tsinghua University,RC00001,tsinghua-university,China,CN,,,24.2,59.1,70.7,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University College Dublin,RI01157,university-college-dublin,Ireland,IE,,,35.1,57.6,63.7,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Aberdeen,RI02550,university-of-aberdeen,United Kingdom,GB,,,41.5,56.5,65.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,The University of Alabama - Tuscaloosa,RI02924,the-university-of-alabama-tuscaloosa,United States,US,,,27.2,62.7,37.3,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,The University of Auckland,RI01634,the-university-of-auckland,New Zealand,NZ,,,37.1,48.6,73.6,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Bath,RI02551,university-of-bath,United Kingdom,GB,,,35.2,60.5,58.6,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Bremen,RI00741,university-of-bremen,Germany,DE,,,40.3,44.4,77.1,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of East Anglia,RI02563,university-of-east-anglia,United Kingdom,GB,,,35.6,67.9,65.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Florida,RI02984,university-of-florida,United States,US,,,36.8,56.3,40.3,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Groningen,RI01624,university-of-groningen,Netherlands,NL,,,36.4,57.6,76.6,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Hamburg,RI00752,university-of-hamburg,Germany,DE,,,37.1,51.6,61.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Helsinki,RI00494,university-of-helsinki,Finland,FI,,,43.0,51.3,54.1,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Lausanne,RI02290,university-of-lausanne,Switzerland,CH,,,32.7,59.3,85.3,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Leicester,RI02575,university-of-leicester,United Kingdom,GB,,,41.8,56.3,53.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Liverpool,RI02577,university-of-liverpool,United Kingdom,GB,,,35.1,56.3,57.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,"SOAS, University of London",RI02528,soas-university-of-london,United Kingdom,GB,,,44.4,46.3,47.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Milan,RI01237,university-of-milan,Italy,IT,,,30.7,71.7,46.6,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Mississippi,RI03015,university-of-mississippi,United States,US,,,25.4,70.2,30.2,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Missouri - Columbia,RI03017,university-of-missouri-columbia,United States,US,,,33.3,69.1,43.1,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Nebraska - Lincoln,RI03021,university-of-nebraska-lincoln,United States,US,,,28.0,57.0,38.7,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,The University of New Mexico - Albuquerque,RI02928,the-university-of-new-mexico-albuquerque,United States,US,,,24.4,71.1,44.4,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Southampton,RI02586,university-of-southampton,United Kingdom,GB,,,34.1,61.7,71.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of St Andrews,RI02587,university-of-st-andrews,United Kingdom,GB,,,43.4,47.9,45.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Strathclyde,RI02589,university-of-strathclyde,United Kingdom,GB,,,36.6,58.6,63.6,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Tasmania,RI00074,university-of-tasmania,Australia,AU,,,33.5,60.1,72.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Tennessee - Knoxville,RI03062,university-of-tennessee-knoxville,United States,US,,,24.8,56.5,40.9,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Utah,RI03070,university-of-utah,United States,US,,,28.5,45.3,48.4,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,University of Waterloo,RI00338,university-of-waterloo,Canada,CA,,,37.8,55.7,56.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Vrije Universiteit Brussel (VUB),RI00133,vrije-universiteit-brussel-vub,Belgium,BE,,,38.4,60.1,71.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Waseda University,RI01465,waseda-university,Japan,JP,,,25.9,46.3,60.9,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,Yonsei University,RI02148,yonsei-university,South Korea,KR,,,29.6,41.9,59.2,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,151-200,York University,RI00344,york-university,Canada,CA,,,39.7,52.5,38.5,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Aalborg University,RI00422,aalborg-university,Denmark,DK,,,28.2,50.6,73.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Aberystwyth University,RI02458,aberystwyth-university,United Kingdom,GB,,,37.4,46.9,42.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Aston University,RI02460,aston-university,United Kingdom,GB,,,23.6,57.6,60.7,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Autonomous University of Barcelona,RI02150,autonomous-university-of-barcelona,Spain,ES,,,33.4,57.4,73.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Autonomous University of Madrid,RI02151,autonomous-university-of-madrid,Spain,ES,,,24.8,50.8,77.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,"Birkbeck, University of London",RI02463,birkbeck-university-of-london,United Kingdom,GB,,,28.7,50.1,48.1,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Brunel University London,RI02467,brunel-university,United Kingdom,GB,,,30.6,45.5,50.1,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Charles University in Prague,RI00405,charles-university-in-prague,Czech Republic,CZ,,,34.4,41.9,64.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,"City, University of London",RI02471,city-university-london,United Kingdom,GB,,,30.4,46.6,60.3,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Claremont Graduate University,RI02663,claremont-graduate-university,United States,US,,,26.6,54.8,38.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Colorado State University,RI02676,colorado-state-university,United States,US,,,22.6,82.8,58.7,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Complutense University of Madrid,RI02157,complutense-university-of-madrid,Spain,ES,,,31.4,46.1,56.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Dalhousie University,RI00293,dalhousie-university,Canada,CA,,,31.0,61.5,66.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Deakin University,RI00046,deakin-university,Australia,AU,,,39.0,34.6,56.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Dublin City University,RI01146,dublin-city-university,Ireland,IE,,,30.3,57.2,56.5,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Tuebingen,RI00776,university-of-tuebingen,Germany,DE,,,26.6,51.8,64.3,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Florida International University,RI02711,florida-international-university,United States,US,,,23.8,64.0,50.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Humboldt University of Berlin,RI00717,humboldt-university-of-berlin,Germany,DE,,,37.9,44.7,46.3,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Bilkent University,RI02349,bilkent-university,Türkiye,TR,,,30.7,55.2,58.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Mainz,RI00762,university-of-mainz,Germany,DE,,,25.5,65.3,49.7,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Koc University,RI02397,koc-university,Türkiye,TR,,,25.9,64.2,51.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Korea University,RI02114,korea-university,South Korea,KR,,,33.7,36.0,56.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Kyung Hee University,RI02120,kyung-hee-university,South Korea,KR,,,26.8,57.4,71.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Lancaster University,RI02493,lancaster-university,United Kingdom,GB,,,36.6,41.9,33.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Leuphana University Luneburg,RI00722,leuphana-university-luneburg,Germany,DE,,,23.2,71.9,68.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Loughborough University,RI02504,loughborough-university,United Kingdom,GB,,,30.9,45.3,56.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Louisiana State University - Baton Rouge,RI02767,louisiana-state-university-baton-rouge,United States,US,,,28.3,59.3,40.5,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Loyola University Chicago,RI02772,loyola-university-chicago,United States,US,,,27.3,62.3,28.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Macquarie University,RI00054,macquarie-university,Australia,AU,,,29.2,54.8,58.7,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Marquette University,RI02775,marquette-university,United States,US,,,23.6,50.4,22.9,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Murdoch University,RI00056,murdoch-university,Australia,AU,,,32.1,58.9,52.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Naval Postgraduate School,RI02809,naval-postgraduate-school,United States,US,,,28.0,31.2,58.0,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,The Open University,RI02536,the-open-university,United Kingdom,GB,,,33.7,48.4,56.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Catholic University of Chile,RI00348,pontifical-catholic-university-of-chile,Chile,CL,,,26.8,54.8,78.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Queen's University,RI00308,queens-university,Canada,CA,,,30.6,53.0,51.6,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Renmin University of China,RC00085,renmin-university-of-china,China,CN,,,31.2,43.6,76.6,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Roskilde University,RI00428,roskilde-university,Denmark,DK,,,28.2,57.8,54.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,"Royal Holloway, University of London",RI02524,royal-holloway-university-of-london,United Kingdom,GB,,,30.0,63.4,57.1,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Seoul National University,RI02133,seoul-national-university,South Korea,KR,,,30.7,42.2,72.6,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Southern Methodist University,RI02888,southern-methodist-university,United States,US,,,27.5,36.6,44.0,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Stellenbosch University,RI02040,stellenbosch-university,South Africa,ZA,,,25.0,62.9,61.3,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Temple University,RI02905,temple-university,United States,US,,,29.5,72.8,50.3,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Tilburg University,RI01621,tilburg-university,Netherlands,NL,,,27.5,66.3,69.6,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Tulane University,RI02946,tulane-university,United States,US,,,28.8,52.3,47.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Tromso,RI01667,university-of-tromso,Norway,NO,,,28.5,58.6,67.1,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Ulster,RI02596,university-of-ulster,United Kingdom,GB,,,32.5,36.6,39.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Carlos III University of Madrid,RI02154,carlos-iii-university-of-madrid,Spain,ES,,,23.4,48.9,65.4,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Chile,RI00361,university-of-chile,Chile,CL,,,23.6,32.0,56.2,18.6,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Lisbon,RI01822,university-of-lisbon,Portugal,PT,,,30.3,55.7,74.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,New University of Lisbon,RI01809,nova-university-lisbon,Portugal,PT,,,24.0,62.3,81.3,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Catholic University of Louvain,RI00122,catholic-university-of-louvain,Belgium,BE,,,27.5,56.7,80.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University College Cork,RI01156,university-college-cork,Ireland,IE,,,27.5,50.1,55.7,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,The University of Adelaide,RI00062,the-university-of-adelaide,Australia,AU,,,29.5,40.4,63.6,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Arkansas at Fayetteville,RI02958,university-of-arkansas-at-fayetteville,United States,US,,,27.5,56.3,34.1,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,National and Kapodistrian University of Athens,RI00794,national-and-kapodistrian-university-of-athens,Greece,GR,,,23.0,59.5,68.6,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Barcelona,RI02198,university-of-barcelona,Spain,ES,,,23.6,68.6,77.7,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Bergen,RI01664,university-of-bergen,Norway,NO,,,31.2,56.7,76.6,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Bologna,RI01222,university-of-bologna,Italy,IT,,,36.1,45.3,65.3,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,"University of California, Riverside",RI02966,university-of-california-riverside,United States,US,,,29.3,55.7,48.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Canberra,RI00069,university-of-canberra,Australia,AU,,,24.4,65.5,78.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Canterbury,RI01636,university-of-canterbury,New Zealand,NZ,,,29.2,37.9,77.7,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Cape Town,RI02043,university-of-cape-town,South Africa,ZA,,,32.2,52.0,65.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Cologne,RI00742,university-of-cologne,Germany,DE,,,27.7,65.0,70.6,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Freiburg,RI00746,university-of-freiburg,Germany,DE,,,27.2,54.5,46.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Haifa,RI01171,university-of-haifa,Israel,IL,,,33.4,53.4,55.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Hawaii at Manoa,RI02985,university-of-hawaii-at-manoa,United States,US,,,28.5,46.6,61.5,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Hull,RI02572,university-of-hull,United Kingdom,GB,,,38.9,41.6,51.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Johannesburg,RI02045,university-of-johannesburg,South Africa,ZA,,,28.7,59.7,44.3,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Kansas,RI02992,university-of-kansas,United States,US,,,31.0,57.6,47.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Ljubljana,RI02030,university-of-ljubljana,Slovenia,SI,,,32.5,37.9,58.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Luxembourg,RI01516,university-of-luxembourg,Luxembourg,LU,,,21.7,69.1,91.5,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Miami,RI03011,university-of-miami,United States,US,,,23.8,72.9,55.7,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Oregon,RI03044,university-of-oregon,United States,US,,,28.5,55.7,35.5,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,University of Otago,RI01637,university-of-otago,New Zealand,NZ,,,28.2,44.2,66.6,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,political-sciences,2018,201-300,Plymouth University,RI02582,university-of-plymouth,United Kingdom,GB,,,27.0,64.0,61.9,0.0,0.0
